condition,variant,swarm_seed,controller_seed,seed,obstacle_layout_seed,obstacle_center_permutation,scenario_id,wall_pairs,wall_count,wall_width,wall_extension,trigger_progress,activation_preview_clearance,activation_step,activation_progress,activation_reason,activation_clearance,block_step,success,failure_reason,reached_goal,collision,not_reaching,first_collision_step,collision_after_block,exposed_to_blocker,goal_reached_before_block,selected_mode_switches,last_selected_mode,final_dist,min_clearance_dynamic,min_clearance_after_block,path_length,path_length_after_block,control_effort,control_effort_after_block,control_smoothness,control_smoothness_after_block,steps,steps_after_block,runtime_sec,runtime_per_step_sec,goal_tolerance,error
static_wall,frenet_corridor_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,wall_1_2,1-2,1,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,39,1,0.3040034402846154,0.2069480523822369,0.2069480523822369,12.46660624798203,12.46660624798203,164.6755984162899,164.6755984162899,28.275733221962977,28.275733221962977,92,92,1.0337784120001743,0.011236721869567113,0.3,
static_wall,heatmap_prior_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,wall_1_2,1-2,1,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,42,5,0.26304382467221754,0.19847804807615543,0.19847804807615543,12.806916916234847,12.806916916234847,182.48895910330842,182.48895910330842,33.682374167016825,33.682374167016825,96,96,0.8556717289993685,0.008913247177076755,0.3,
static_wall,control_bank_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,wall_1_2,1-2,1,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,0,,0.2945306563102511,0.06968967862737535,0.06968967862737535,12.080899868189931,12.080899868189931,222.33139135397067,222.33139135397067,21.231018657996216,21.231018657996216,54,54,0.35931212100149423,0.006653928166694338,0.3,
static_wall,mode_selecting_homotopy_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,wall_1_2,1-2,1,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,20,0,0.2937692338486905,0.17966044279520543,0.17966044279520543,12.405177305145902,12.405177305145902,205.8011400434858,205.8011400434858,20.560883166185825,20.560883166185825,60,60,0.7299014350010111,0.01216502391668352,0.3,
static_wall,mode_selecting_corridor_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,wall_1_2,1-2,1,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,20,0,0.2937692338486905,0.17966044279520543,0.17966044279520543,12.405177305145902,12.405177305145902,205.8011400434858,205.8011400434858,20.560883166185825,20.560883166185825,60,60,0.7235447279999789,0.012059078799999649,0.3,
static_wall,standard_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,wall_1_2,1-2,1,0.4,0.2,,0.75,0,0.0,from_start,,0,False,not_reaching,False,False,True,,False,True,False,0,,6.779920519138156,0.015371018344016996,0.015371018344016996,4.803905038735204,4.803905038735204,120.51902008054131,120.51902008054131,51.780530522354454,51.780530522354454,130,130,0.2848753870002838,0.002191349130771414,0.3,
dynamic_wall,full_swarm_prior_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,0.25,0.75,13,0.2552888087001936,progress,0.7836824771680506,13,True,,True,False,False,,False,True,False,46,4,0.2874564964050215,0.1332231220959733,0.1332231220959733,15.041864446258927,12.13420869350467,196.46896475437845,150.95816947358657,22.405166758820833,21.59545689525104,105,92,1.5719446980001521,0.014970901885715735,0.3,
dynamic_wall,gaussian_prior_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,0.25,0.75,13,0.2552888087001936,progress,0.7836824771680506,13,True,,True,False,False,,False,True,False,46,4,0.2874564964050215,0.1332231220959733,0.1332231220959733,15.041864446258927,12.13420869350467,196.46896475437845,150.95816947358657,22.405166758820833,21.59545689525104,105,92,1.579051488000914,0.015038585600008706,0.3,
dynamic_wall,corridor_prior_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,0.25,0.75,13,0.25823043618536257,progress,0.7830066774177531,13,True,,True,False,False,,False,True,False,39,4,0.2603229916877215,0.1397793024202723,0.1397793024202723,14.998502305490735,12.055897824442162,208.3103551376035,161.39341922142688,25.342822530508887,23.890287179639426,93,80,1.3895080930014956,0.01494094723657522,0.3,
dynamic_wall,frenet_corridor_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,0.25,0.75,13,0.2604908986873564,progress,0.7940446509693251,13,True,,True,False,False,,False,True,False,34,4,0.29678452385391807,0.12104602099177847,0.12104602099177847,14.997751066648991,12.027583736166521,203.48509497787526,155.15548970069622,23.74992219464893,21.139919334895602,93,80,1.5753741799999261,0.016939507311827164,0.3,
dynamic_wall,heatmap_prior_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,0.25,0.75,13,0.25823043618536257,progress,0.7830066774177531,13,True,,True,False,False,,False,True,False,39,4,0.2603229916877215,0.1397793024202723,0.1397793024202723,14.998502305490735,12.055897824442162,208.3103551376035,161.39341922142688,25.342822530508887,23.890287179639426,93,80,1.375212767999983,0.014787234064515946,0.3,
dynamic_wall,control_bank_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,0.25,0.75,12,0.2450229926515935,clearance_preview,0.6215517466424776,12,True,,True,False,False,,False,True,False,0,,0.29698559668061425,0.1213286983474326,0.1213286983474326,14.9201278343047,12.015680615443546,300.8499859479449,248.0176731723053,12.540156605363766,7.959403529226618,57,45,0.5106253089998063,0.008958338754382567,0.3,
dynamic_wall,mode_selecting_homotopy_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,0.25,0.75,13,0.27165281233976857,progress,0.7676380172787303,13,True,,True,False,False,,False,True,False,26,2,0.27822922464027006,0.16247219365502608,0.16247219365502608,15.484684834608085,12.38698494662797,276.54506127542567,223.3498895748881,25.231655204792414,23.077435104858292,75,62,1.1983357669996622,0.015977810226662163,0.3,
dynamic_wall,mode_selecting_corridor_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,0.25,0.75,13,0.27165281233976857,progress,0.7676380172787303,13,True,,True,False,False,,False,True,False,26,2,0.27822922464027006,0.16247219365502608,0.16247219365502608,15.484684834608085,12.38698494662797,276.54506127542567,223.3498895748881,25.231655204792414,23.077435104858292,75,62,1.2006275599997025,0.0160083674666627,0.3,
dynamic_wall,standard_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,0.25,0.75,8,0.20399277665991203,clearance_preview,0.7432455786222878,8,False,not_reaching,False,False,True,,False,True,False,0,,6.761915413879984,0.008269234046936552,0.008269234046936552,5.057182698069054,2.664808016870066,113.46197221924122,60.8941442860287,47.53866147824575,43.669375373381705,130,122,0.5273639110000659,0.004056645469231276,0.3,
static_wall,full_swarm_prior_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,36,4,0.2812420387939539,0.2122037511187872,0.2122037511187872,13.11189387531652,13.11189387531652,171.5920918640266,171.5920918640266,35.58165994228449,35.58165994228449,101,101,1.5811326970015216,0.015654779178232887,0.3,
static_wall,gaussian_prior_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,36,4,0.2812420387939539,0.2122037511187872,0.2122037511187872,13.11189387531652,13.11189387531652,171.5920918640266,171.5920918640266,35.58165994228449,35.58165994228449,101,101,1.560873349000758,0.015454191574264932,0.3,
static_wall,corridor_prior_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,29,0,0.25300162430968615,0.20916288942327488,0.20916288942327488,13.270854236299122,13.270854236299122,193.72460109472752,193.72460109472752,29.804497846089152,29.804497846089152,97,97,1.5495342220001476,0.015974579608248943,0.3,
static_wall,frenet_corridor_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,28,0,0.2465868247281957,0.17189457583932033,0.17189457583932033,12.652865903430293,12.652865903430293,168.12431558466605,168.12431558466605,26.848641833836226,26.848641833836226,88,88,1.6158888669997395,0.018362373488633402,0.3,
static_wall,heatmap_prior_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,29,0,0.25300162430968615,0.20916288942327488,0.20916288942327488,13.270854236299122,13.270854236299122,193.72460109472752,193.72460109472752,29.804497846089152,29.804497846089152,97,97,1.5263356089999434,0.015735418649483954,0.3,
static_wall,control_bank_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,0,,0.2983386163919382,0.132060389879949,0.132060389879949,12.37889704988976,12.37889704988976,248.82976766866585,248.82976766866585,16.62186801710605,16.62186801710605,50,50,0.5302684609996504,0.010605369219993008,0.3,
static_wall,mode_selecting_homotopy_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,19,0,0.26106605320123516,0.19243782926122183,0.19243782926122183,12.852977671865784,12.852977671865784,195.60328747223718,195.60328747223718,32.80949987184222,32.80949987184222,80,80,1.8649510639988875,0.023311888299986094,0.3,
static_wall,mode_selecting_corridor_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,,0.75,0,0.0,from_start,,0,True,,True,False,False,,False,True,False,19,0,0.26106605320123516,0.19243782926122183,0.19243782926122183,12.852977671865784,12.852977671865784,195.60328747223718,195.60328747223718,32.80949987184222,32.80949987184222,80,80,1.8745114310004283,0.023431392887505353,0.3,
static_wall,standard_mppi,5,0,0,0,0->1;1->4;2->6;3->0;4->2;5->3;6->5,walls_0_1__1_2,0-1;1-2,2,0.4,0.2,,0.75,0,0.0,from_start,,0,False,not_reaching,False,False,True,,False,True,False,0,,6.761915413879984,0.008269234046936552,0.008269234046936552,5.057182698069054,5.057182698069054,113.46197221924122,113.46197221924122,47.53866147824575,47.53866147824575,130,130,0.5504903580003884,0.004234541215387603,0.3,
